,hh_id,maz,walk_subzone,income,autos,jtf_choice,size,workers,auto_suff
35865,3237732,16743,0,112000,2,1,4,1,cars>=wkrs
35869,1856070,16743,0,59100,3,1,2,1,cars>=wkrs
35874,2795077,16743,0,169000,2,1,3,2,cars>=wkrs
35876,1054806,16743,0,11200,2,-2,1,1,cars>=wkrs
35878,873639,16743,0,43500,2,-2,1,1,cars>=wkrs
35879,1462539,16743,0,75600,3,1,2,0,cars>=wkrs
35880,3168089,16743,0,58200,2,1,3,1,cars>=wkrs
35882,1407383,16743,0,73700,1,1,2,0,cars>=wkrs
35884,730765,16743,0,0,2,-2,1,1,cars>=wkrs
35885,1163226,16743,0,48000,2,-2,1,1,cars>=wkrs
35886,1935526,16743,0,57460,2,1,3,1,cars>=wkrs
35888,3193516,16743,0,374000,1,1,3,1,cars>=wkrs
35890,1786025,16743,0,91100,2,1,2,1,cars>=wkrs
35892,2425215,16743,0,67380,3,1,2,2,cars>=wkrs
35895,3851871,16743,0,62700,3,1,4,3,cars>=wkrs
35897,2382671,16743,0,44800,2,1,2,2,cars>=wkrs
35900,1163223,16743,0,57000,2,-2,1,1,cars>=wkrs
35901,1163219,16743,0,49000,1,-2,1,1,cars>=wkrs
35902,3420612,16743,0,80000,2,1,3,3,cars<wkrs
35904,3835024,16744,0,170230,1,1,4,2,cars<wkrs
35905,1941443,16744,0,87250,2,1,3,1,cars>=wkrs
35906,2565860,16744,0,280000,2,-3,2,2,cars>=wkrs
35907,1820617,16744,0,46000,2,1,2,1,cars>=wkrs
35908,873758,16744,0,26300,1,-2,1,1,cars>=wkrs
35909,496446,16744,0,21600,0,-2,1,1,nocars
35910,1845051,16744,0,51000,3,1,2,1,cars>=wkrs
35911,3037200,16744,0,51700,1,1,3,0,cars>=wkrs
35912,1532121,16744,0,54400,2,1,3,0,cars>=wkrs
35913,585021,16744,0,32000,1,-2,1,1,cars>=wkrs
35914,2425293,16744,0,50250,2,1,2,2,cars>=wkrs
35915,3821412,16744,0,163110,4,1,5,2,cars>=wkrs
35916,3351348,16744,0,98500,3,1,3,3,cars>=wkrs
35917,1184772,16744,0,21600,1,-2,1,1,cars>=wkrs
35918,3607253,16744,0,92550,1,1,4,3,cars<wkrs
35919,3555984,16744,0,63100,3,1,4,3,cars>=wkrs
35920,2766922,16744,0,113130,3,1,3,2,cars>=wkrs
35921,3500073,16744,0,116100,4,1,3,3,cars>=wkrs
35922,2887133,16744,0,100000,2,1,7,2,cars>=wkrs
35923,178984,16744,0,18000,2,1,3,0,cars>=wkrs
35924,1994585,16744,0,70400,2,1,3,1,cars>=wkrs
35925,496520,16744,0,0,1,-2,1,1,cars>=wkrs
35926,873877,16744,0,40000,1,-2,1,1,cars>=wkrs
35927,1758053,16744,0,54860,2,-3,2,1,cars>=wkrs
35928,1148159,16744,0,35700,1,-2,1,1,cars>=wkrs
35930,3926980,16744,0,151910,4,1,6,4,cars>=wkrs
35932,3763920,16744,0,59000,1,1,5,0,cars>=wkrs
35933,1434770,16744,0,43140,3,1,2,0,cars>=wkrs
35934,873800,16744,0,30000,2,-2,1,1,cars>=wkrs
35935,1128180,16744,0,21000,1,-2,1,1,cars>=wkrs
35936,2425376,16744,0,60180,2,1,2,2,cars>=wkrs
35937,873648,16744,0,24200,2,-2,1,1,cars>=wkrs
35938,496499,16744,0,21600,1,-2,1,1,cars>=wkrs
35939,2795122,16744,0,103950,2,1,3,2,cars>=wkrs
35940,3766745,16744,0,91700,1,1,5,0,cars>=wkrs
35942,1532120,16744,0,54400,2,1,3,0,cars>=wkrs
35943,1128222,16744,0,8000,2,-2,1,1,cars>=wkrs
35944,3835035,16744,0,100000,4,1,7,2,cars>=wkrs
35945,178985,16744,0,18000,1,1,3,0,cars>=wkrs
35946,3332110,16744,0,32400,2,1,4,2,cars>=wkrs
35947,1148180,16744,0,42000,2,-2,1,1,cars>=wkrs
35948,1388613,16744,0,86600,1,1,2,0,cars>=wkrs
35949,3591327,16745,0,47810,3,1,4,3,cars>=wkrs
35950,2493853,16745,0,92000,2,-3,2,2,cars>=wkrs
35951,3927015,16745,0,78200,1,1,4,3,cars<wkrs
35952,3500243,16745,0,351500,1,1,3,3,cars<wkrs
35953,2549120,16745,0,70000,2,1,2,2,cars>=wkrs
35954,2047603,16745,0,69000,2,1,4,1,cars>=wkrs
35955,2674623,16745,0,59000,2,1,3,2,cars>=wkrs
35956,3766826,16745,0,91700,2,1,5,0,cars>=wkrs
35957,1148195,16745,0,37000,0,-2,1,1,nocars
35958,2425461,16745,0,72000,1,1,2,2,cars<wkrs
35959,2425454,16745,0,60180,2,1,2,2,cars>=wkrs
35960,3793026,16745,0,58800,3,1,4,1,cars>=wkrs
35961,3215708,16745,0,50000,3,1,4,1,cars>=wkrs
35962,2735461,16745,0,54000,2,1,3,2,cars>=wkrs
35963,3338881,16745,0,81300,2,1,4,2,cars>=wkrs
35964,3563342,16745,0,131000,2,1,4,3,cars<wkrs
35965,3500264,16745,0,120000,3,1,3,3,cars>=wkrs
35966,2853836,16745,0,65000,1,-3,4,2,cars<wkrs
35967,1786134,16745,0,89910,2,1,2,1,cars>=wkrs
35968,3766821,16745,0,91700,1,1,5,0,cars>=wkrs
35969,3246829,16745,0,57660,2,1,4,1,cars>=wkrs
35970,2296573,16745,0,69000,3,-3,2,2,cars>=wkrs
35971,1758169,16745,0,53000,2,1,2,1,cars>=wkrs
35972,1925937,16745,0,45000,3,1,3,1,cars>=wkrs
35973,3338886,16745,0,110000,2,1,4,2,cars>=wkrs
35974,1852090,16745,0,348000,1,-3,2,1,cars>=wkrs
35975,3098080,16745,0,2500,2,1,4,0,cars>=wkrs
35976,179038,16745,0,18000,1,1,3,0,cars>=wkrs
35977,3835077,16745,0,100000,2,1,7,2,cars>=wkrs
35978,1852093,16745,0,100000,2,1,2,1,cars>=wkrs
35979,1484764,16745,0,63900,1,1,2,0,cars>=wkrs
35980,2425447,16745,0,56200,1,1,2,2,cars<wkrs
35981,2549124,16745,0,64000,2,1,2,2,cars>=wkrs
35982,3821419,16745,0,163110,2,1,5,2,cars>=wkrs
35983,2036003,16745,0,51780,2,1,4,1,cars>=wkrs
35984,2868148,16745,0,80400,3,1,4,2,cars>=wkrs
35985,2493886,16745,0,175200,2,1,2,2,cars>=wkrs
35986,3591337,16745,0,73830,3,-3,4,3,cars>=wkrs
35987,3892982,16745,0,75480,1,-3,5,4,cars<wkrs
35988,3500281,16745,0,116100,4,1,3,3,cars>=wkrs
35989,3766901,16745,0,91700,3,1,5,0,cars>=wkrs
35990,1252284,16745,0,11700,2,1,4,1,cars>=wkrs
35991,2892393,16745,0,46000,2,1,5,2,cars>=wkrs
35992,1651984,16745,0,62030,1,-3,2,1,cars>=wkrs
35993,3250680,16745,0,138700,1,1,4,1,cars>=wkrs
35994,3764138,16746,0,59000,1,1,5,0,cars>=wkrs
35995,3500294,16746,0,97400,3,1,3,3,cars>=wkrs
35996,3168131,16746,0,49370,1,1,3,1,cars>=wkrs
35997,3239280,16746,0,70200,2,1,4,1,cars>=wkrs
35999,2991788,16746,0,128600,2,1,3,0,cars>=wkrs
36000,1434789,16746,0,43140,2,1,2,0,cars>=wkrs
36001,874588,16746,0,43000,1,-2,1,1,cars>=wkrs
36002,3250699,16746,0,138700,2,1,4,1,cars>=wkrs
36003,955574,16746,0,60400,1,-2,1,1,cars>=wkrs
36004,731299,16746,0,6700,1,-2,1,1,cars>=wkrs
36005,3835093,16746,0,100000,2,1,7,2,cars>=wkrs
36006,496710,16746,0,21600,2,-2,1,1,cars>=wkrs
36007,2991800,16746,0,128600,2,1,3,0,cars>=wkrs
36008,1191527,16746,0,7000,0,-2,1,1,nocars
36009,1462611,16746,0,61400,3,1,2,0,cars>=wkrs
36010,3420699,16746,0,117100,1,1,3,3,cars<wkrs
36011,3877373,16746,0,20860,0,1,4,3,nocars
36012,874461,16746,0,26300,2,-2,1,1,cars>=wkrs
36013,2494105,16746,0,121900,2,1,2,2,cars>=wkrs
36014,2853868,16746,0,66200,2,1,4,2,cars>=wkrs
36015,3893021,16746,0,73780,4,1,4,4,cars>=wkrs
36016,2674677,16746,0,73300,2,1,3,2,cars>=wkrs
36017,874527,16746,0,41710,2,-2,1,1,cars>=wkrs
36018,955492,16746,0,51500,2,-2,1,1,cars>=wkrs
36019,1180362,16746,0,80000,1,-2,1,1,cars>=wkrs
36020,1941514,16746,0,130000,1,1,3,1,cars>=wkrs
36021,3294454,16746,0,63000,2,1,3,2,cars>=wkrs
36022,1820721,16746,0,66400,3,1,2,1,cars>=wkrs
36023,1020127,16746,0,264000,3,-2,1,1,cars>=wkrs
36024,3591363,16746,0,55400,2,1,4,3,cars<wkrs
36025,1180327,16746,0,82000,1,-2,1,1,cars>=wkrs
36027,3137488,16746,0,80300,1,1,3,1,cars>=wkrs
36028,3037402,16746,0,51700,1,1,3,0,cars>=wkrs
36030,731397,16746,0,9060,1,-2,1,1,cars>=wkrs
36031,3237765,16746,0,80000,2,1,4,1,cars>=wkrs
36032,3098373,16746,0,2500,2,1,4,0,cars>=wkrs
36033,115600,16746,0,29400,2,-2,1,0,cars>=wkrs
36034,1462602,16746,0,51400,1,1,2,0,cars>=wkrs
36035,3893022,16746,0,70220,3,1,5,3,cars>=wkrs
36036,3168128,16746,0,55900,1,1,3,1,cars>=wkrs
36037,3927222,16746,0,119700,3,1,5,4,cars<wkrs
36038,874637,16746,0,40000,2,-2,1,1,cars>=wkrs
36039,2991798,16746,0,128600,3,1,3,0,cars>=wkrs
36040,1208103,16746,0,50000,2,-2,1,1,cars>=wkrs
36041,3246855,16746,0,57660,1,-3,4,1,cars>=wkrs
36042,2795209,16746,0,98000,2,1,3,2,cars>=wkrs
36043,3927211,16746,0,151910,4,1,6,4,cars>=wkrs
36044,2549169,16746,0,70000,2,1,2,2,cars>=wkrs
36045,1983544,16746,0,83400,1,1,3,1,cars>=wkrs
36046,2494028,16746,0,91000,2,1,2,2,cars>=wkrs
36047,955385,16746,0,51500,1,-2,1,1,cars>=wkrs
36048,3250692,16746,0,138700,2,1,4,1,cars>=wkrs
36049,2494030,16746,0,79000,2,-3,2,2,cars>=wkrs
36050,2776201,16746,0,87400,3,1,3,2,cars>=wkrs
36052,731205,16746,0,6600,1,-2,1,1,cars>=wkrs
36053,1163317,16746,0,54000,1,-2,1,1,cars>=wkrs
36054,3927186,16746,0,151910,4,1,6,4,cars>=wkrs
36055,2425656,16746,0,70700,2,1,2,2,cars>=wkrs
36056,3563359,16746,0,80290,3,1,4,3,cars>=wkrs
36057,2787727,16746,0,69080,3,1,3,2,cars>=wkrs
36058,3338914,16746,0,158000,2,1,4,2,cars>=wkrs
36059,2382684,16746,0,44200,2,1,2,2,cars>=wkrs
36060,2892401,16746,0,55000,2,3,7,2,cars>=wkrs
36061,2494164,16746,0,112040,2,1,2,2,cars>=wkrs
36062,3764063,16746,0,59000,0,6,5,0,nocars
36063,3766956,16746,0,91700,1,1,5,0,cars>=wkrs
36064,3179612,16746,0,67800,2,1,3,1,cars>=wkrs
36065,2674653,16746,0,59000,2,1,3,2,cars>=wkrs
36066,3591373,16746,0,47810,3,1,4,3,cars>=wkrs
36067,2425620,16746,0,72900,2,-3,2,2,cars>=wkrs
36068,3301157,16746,0,78460,4,1,3,2,cars>=wkrs
36069,2514661,16746,0,65640,2,1,2,2,cars>=wkrs
36070,1532292,16746,0,54400,1,1,3,0,cars>=wkrs
36071,2204089,16746,0,43000,2,-3,2,2,cars>=wkrs
36072,2425651,16746,0,64000,3,-3,2,2,cars>=wkrs
36073,1128378,16746,0,80,1,-2,1,1,cars>=wkrs
36074,2565922,16746,0,110500,2,1,2,2,cars>=wkrs
36075,1148241,16746,0,35700,0,-2,1,1,nocars
36076,1968814,16746,0,73500,3,1,3,1,cars>=wkrs
36077,1203573,16746,0,25800,2,-2,1,1,cars>=wkrs
36078,1820722,16746,0,66400,2,-3,2,1,cars>=wkrs
36079,172732,16746,0,8600,1,1,3,0,cars>=wkrs
36080,3862695,16746,0,31500,3,1,4,3,cars>=wkrs
36081,3037237,16746,0,51700,2,1,3,0,cars>=wkrs
36082,1078666,16746,0,24000,2,-2,1,1,cars>=wkrs
36083,496839,16746,0,12500,2,-2,1,1,cars>=wkrs
36084,1128597,16746,0,21000,0,-2,1,1,nocars
36085,2425584,16746,0,59000,3,1,2,2,cars>=wkrs
36086,3098175,16746,0,2500,2,1,4,0,cars>=wkrs
36087,2827162,16746,0,57500,2,1,4,2,cars>=wkrs
36088,2494107,16746,0,140100,2,1,2,2,cars>=wkrs
36089,2319653,16746,0,88550,2,1,2,2,cars>=wkrs
36090,173048,16747,0,8600,2,1,3,0,cars>=wkrs
36091,2382701,16747,0,31800,2,1,2,2,cars>=wkrs
36092,3332122,16747,0,32400,2,1,4,2,cars>=wkrs
36093,874847,16747,0,26000,1,-2,1,1,cars>=wkrs
36094,173041,16747,0,8600,0,1,3,0,nocars
36095,1128744,16747,0,17900,4,-2,1,1,cars>=wkrs
36096,1786335,16747,0,91000,2,1,2,1,cars>=wkrs
36097,179278,16747,0,18000,0,1,3,0,nocars
36098,955633,16747,0,54150,3,-2,1,1,cars>=wkrs
36099,2981231,16747,0,37900,2,1,3,0,cars>=wkrs
36100,3402999,16747,0,38300,2,1,3,3,cars<wkrs
36102,1020233,16747,0,100000,3,-2,1,1,cars>=wkrs
36103,496998,16747,0,21600,2,-2,1,1,cars>=wkrs
36104,3927277,16747,0,151910,4,1,6,4,cars>=wkrs
36105,2083800,16747,0,82000,2,1,5,1,cars>=wkrs
36106,1271132,16747,0,63000,1,1,4,1,cars>=wkrs
36107,2659877,16747,0,24000,3,1,3,2,cars>=wkrs
36108,1532317,16747,0,54400,3,1,3,0,cars>=wkrs
36109,1163395,16747,0,54000,0,-2,1,1,nocars
36110,874990,16747,0,40000,0,-2,1,1,nocars
36111,2549214,16747,0,64000,1,-3,2,2,cars<wkrs
36112,2659889,16747,0,24000,2,1,3,2,cars>=wkrs
36114,173045,16747,0,8600,1,1,3,0,cars>=wkrs
36115,3566779,16747,0,43680,2,1,4,3,cars<wkrs
36116,1462639,16747,0,64200,2,-3,2,0,cars>=wkrs
36117,297382,16747,0,20000,0,-2,1,1,nocars
36118,3893071,16747,0,63304,3,-3,5,3,cars>=wkrs
36119,2425747,16747,0,51000,2,1,2,2,cars>=wkrs
36120,1113382,16747,0,71050,2,-2,1,1,cars>=wkrs
36121,3279532,16747,0,67220,3,1,3,2,cars>=wkrs
36122,1163383,16747,0,48300,1,-2,1,1,cars>=wkrs
36123,1941530,16747,0,87250,3,1,3,1,cars>=wkrs
36124,1128677,16747,0,80,1,-2,1,1,cars>=wkrs
36125,2270614,16747,0,45100,3,1,2,2,cars>=wkrs
36126,2845270,16747,0,39730,3,1,4,2,cars>=wkrs
36127,1820764,16748,0,50000,1,1,2,1,cars>=wkrs
36128,3455416,16748,0,36000,3,1,3,3,cars>=wkrs
36129,3759719,16748,0,21300,2,1,6,0,cars>=wkrs
36130,3804699,16748,0,45200,2,1,6,1,cars>=wkrs
36132,3759698,16748,0,21300,2,1,6,0,cars>=wkrs
36133,3556030,16748,0,69600,3,1,4,3,cars>=wkrs
36136,731815,16748,0,0,1,-2,1,1,cars>=wkrs
36137,731741,16748,0,7200,1,-2,1,1,cars>=wkrs
36139,212640,16748,0,15940,3,1,5,0,cars>=wkrs
36140,2767192,16748,0,81000,3,1,3,2,cars>=wkrs
36141,212663,16748,0,15940,1,1,5,0,cars>=wkrs
36142,1490615,16748,0,55500,1,1,2,0,cars>=wkrs
36144,2822956,16748,0,32500,2,1,4,2,cars>=wkrs
36145,1639568,16748,0,44300,2,1,2,1,cars>=wkrs
36146,875039,16748,0,32000,4,-2,1,1,cars>=wkrs
36148,3581710,16748,0,36780,3,1,4,3,cars>=wkrs
36150,3197853,16748,0,51860,2,1,3,1,cars>=wkrs
36152,1353035,16748,0,43900,2,1,2,0,cars>=wkrs
36153,212681,16748,0,15940,3,1,5,0,cars>=wkrs
36154,2735611,16748,0,71000,2,1,3,2,cars>=wkrs
36156,3500434,16748,0,104200,2,1,3,3,cars<wkrs
36157,2077316,16748,0,64300,3,-3,5,1,cars>=wkrs
36158,731757,16748,0,23000,4,-2,1,1,cars>=wkrs
36161,2804946,16748,0,29000,2,1,4,2,cars>=wkrs
36162,2686687,16748,0,82610,2,1,3,2,cars>=wkrs
36167,1731401,16749,0,36000,2,1,2,1,cars>=wkrs
36173,3927446,16749,0,112000,3,1,4,4,cars<wkrs
36175,212839,16749,0,15940,1,1,5,0,cars>=wkrs
36176,2659982,16749,0,33100,2,1,3,2,cars>=wkrs
36182,1434835,16749,0,41700,2,1,2,0,cars>=wkrs
36183,3759760,16749,0,21300,2,1,6,0,cars>=wkrs
36190,875447,16749,0,45000,2,-2,1,1,cars>=wkrs
36192,1247282,16749,0,67000,1,1,4,1,cars>=wkrs
36196,3893168,16749,0,47600,2,1,4,4,cars<wkrs
36197,3927417,16749,0,115500,2,1,4,4,cars<wkrs
36199,3107167,16749,0,28210,2,1,4,0,cars>=wkrs
36200,2598264,16749,0,36400,3,1,3,2,cars>=wkrs
36201,1758434,16749,0,67500,3,1,2,1,cars>=wkrs
36205,585843,16749,0,33000,1,-2,1,1,cars>=wkrs
36206,3932795,16750,0,261400,2,1,4,3,cars<wkrs
36208,213171,16750,0,15940,1,1,5,0,cars>=wkrs
36209,2383025,16750,0,32504,2,1,2,2,cars>=wkrs
36210,3021305,16750,0,85300,3,1,3,0,cars>=wkrs
36214,3942151,16750,0,412800,1,1,9,3,cars<wkrs
36216,2509708,16750,0,39700,2,1,2,2,cars>=wkrs
36218,1242947,16750,0,8400,1,1,4,1,cars>=wkrs
36220,1247324,16750,0,67000,1,1,4,1,cars>=wkrs
36223,213004,16750,0,15940,0,1,5,0,nocars
36225,1513996,16750,0,15194,3,1,3,0,cars>=wkrs
36226,3759775,16750,0,21300,2,1,6,0,cars>=wkrs
36227,3843028,16750,0,32500,2,1,6,6,cars<wkrs
36230,3927488,16750,0,133100,4,1,4,3,cars>=wkrs
36235,3927628,16751,0,109000,3,-3,5,5,cars<wkrs
36239,3927614,16751,0,126804,2,1,4,4,cars<wkrs
36247,2686709,16751,0,105000,2,1,3,2,cars>=wkrs
36249,1055324,16751,0,18100,2,-2,1,1,cars>=wkrs
36251,2940839,16751,0,7200,2,1,3,0,cars>=wkrs
36253,3927607,16751,0,101800,2,1,4,4,cars<wkrs
36259,2660096,16751,0,25200,3,1,3,2,cars>=wkrs
36264,2233213,16751,0,32300,3,1,2,2,cars>=wkrs
36265,2812523,16751,0,36800,2,1,4,2,cars>=wkrs
36269,3893335,16751,0,62000,3,1,4,4,cars<wkrs
36277,3893303,16751,0,48100,2,1,4,3,cars<wkrs
36278,2043958,16751,0,80400,2,1,4,1,cars>=wkrs
36280,1805742,16751,0,28750,2,1,2,1,cars>=wkrs
36286,2674747,16751,0,54250,2,1,3,2,cars>=wkrs
36288,2917505,16752,0,87400,3,1,5,2,cars>=wkrs
36290,1532339,16752,0,54400,2,1,3,0,cars>=wkrs
36293,3607583,16752,0,78500,2,1,4,3,cars<wkrs
36295,3764238,16752,0,59000,0,1,5,0,nocars
36296,3098474,16752,0,2500,2,1,4,0,cars>=wkrs
36297,1484831,16752,0,63900,2,1,2,0,cars>=wkrs
36298,1935672,16752,0,73100,2,1,3,1,cars>=wkrs
36299,2686713,16752,0,87000,3,1,3,2,cars>=wkrs
36300,1163516,16752,0,65000,4,-2,1,1,cars>=wkrs
36302,2296799,16752,0,50000,2,1,2,2,cars>=wkrs
36303,3835141,16752,0,100000,3,1,7,2,cars>=wkrs
36304,3228733,16752,0,26500,1,1,4,1,cars>=wkrs
36305,2100528,16752,0,55500,3,1,2,2,cars>=wkrs
36308,179448,16752,0,18000,1,1,3,0,cars>=wkrs
36311,3098594,16752,0,2500,2,1,4,0,cars>=wkrs
36312,2426058,16752,0,62340,2,1,2,2,cars>=wkrs
36313,1252389,16752,0,16600,1,1,4,1,cars>=wkrs
36315,732835,16752,0,10000,2,-2,1,1,cars>=wkrs
36317,3767147,16752,0,91700,4,1,5,0,cars>=wkrs
36321,3037409,16752,0,51700,1,1,3,0,cars>=wkrs
36324,1852140,16752,0,348000,2,1,2,1,cars>=wkrs
36325,2514694,16752,0,46100,2,1,2,2,cars>=wkrs
36326,1786465,16752,0,90800,2,1,2,1,cars>=wkrs
36327,2494455,16752,0,88000,2,1,2,2,cars>=wkrs
36328,2227679,16752,0,78000,2,1,2,2,cars>=wkrs
36329,1271341,16752,0,63000,1,1,4,1,cars>=wkrs
36330,3591456,16752,0,47810,1,-3,4,3,cars<wkrs
36333,2566023,16752,0,168000,2,1,2,2,cars>=wkrs
36334,497481,16752,0,21600,2,-2,1,1,cars>=wkrs
36335,3267732,16752,0,41800,3,1,3,2,cars>=wkrs
36336,3767246,16752,0,91700,4,1,5,0,cars>=wkrs
36337,497466,16752,0,20000,1,-2,1,1,cars>=wkrs
36338,1252409,16752,0,11700,1,1,4,1,cars>=wkrs
36339,497398,16752,0,20000,1,-2,1,1,cars>=wkrs
36340,3098593,16752,0,2500,2,1,4,0,cars>=wkrs
36341,179378,16752,0,18000,0,1,3,0,nocars
36342,876159,16752,0,32000,1,-2,1,1,cars>=wkrs
36343,2795324,16752,0,78200,3,1,3,2,cars>=wkrs
36344,173103,16752,0,8600,1,1,3,0,cars>=wkrs
36346,1786501,16752,0,148800,3,1,2,1,cars>=wkrs
36350,497527,16753,0,21600,1,-2,1,1,cars>=wkrs
36353,2270956,16753,0,28700,2,1,2,2,cars>=wkrs
36356,2944618,16753,0,28900,2,1,3,0,cars>=wkrs
36360,3098726,16753,0,2500,1,1,4,0,cars>=wkrs
36362,3098663,16753,0,2500,2,1,4,0,cars>=wkrs
36363,1271356,16753,0,63000,2,1,4,1,cars>=wkrs
36365,1462823,16753,0,54500,1,1,2,0,cars>=wkrs
36366,3098633,16753,0,2500,3,1,4,0,cars>=wkrs
36370,733009,16753,0,6700,3,-2,1,1,cars>=wkrs
36373,1020586,16753,0,79000,1,-2,1,1,cars>=wkrs
36375,497486,16753,0,12500,2,-2,1,1,cars>=wkrs
36377,2829906,16753,0,81600,1,1,4,2,cars<wkrs
36378,628909,16753,0,86000,1,-2,1,1,cars>=wkrs
36380,2383363,16753,0,38200,3,1,2,2,cars>=wkrs
36382,2270939,16753,0,41600,2,1,2,2,cars>=wkrs
36384,2767341,16753,0,90020,1,1,3,2,cars<wkrs
36386,3291384,16753,0,36800,3,1,3,2,cars>=wkrs
36387,3764333,16753,0,59000,4,1,5,0,cars>=wkrs
36389,173348,16753,0,8600,2,1,3,0,cars>=wkrs
36390,2660228,16753,0,38700,4,1,3,2,cars>=wkrs
36391,1462808,16753,0,64200,2,1,2,0,cars>=wkrs
36393,3098734,16753,0,2500,4,1,4,0,cars>=wkrs
36394,173262,16753,0,8600,2,1,3,0,cars>=wkrs
36398,876277,16753,0,30500,4,-2,1,1,cars>=wkrs
36399,2992002,16753,0,128600,1,1,3,0,cars>=wkrs
36401,3420738,16754,0,101700,3,1,3,3,cars>=wkrs
36406,3500504,16754,0,95500,2,1,3,3,cars<wkrs
36409,1731589,16754,0,44000,2,1,2,1,cars>=wkrs
36410,3099062,16754,0,2500,1,1,4,0,cars>=wkrs
36411,3591475,16754,0,47810,3,1,4,3,cars>=wkrs
36412,3193590,16754,0,87140,2,1,3,1,cars>=wkrs
36413,2227701,16754,0,101000,2,1,2,2,cars>=wkrs
36417,586548,16754,0,32000,1,-2,1,1,cars>=wkrs
36420,3893449,16754,0,75480,4,1,5,4,cars>=wkrs
36423,1591252,16754,0,64000,1,-3,2,1,cars>=wkrs
36425,3466687,16754,0,68500,2,1,3,3,cars<wkrs
36426,179758,16754,0,18000,1,1,3,0,cars>=wkrs
36428,1020889,16754,0,314000,2,-2,1,1,cars>=wkrs
36429,3767360,16754,0,91700,2,1,5,0,cars>=wkrs
36431,2827201,16754,0,57500,2,1,4,2,cars>=wkrs
36433,2494600,16754,0,92000,2,1,2,2,cars>=wkrs
36434,1271432,16754,0,63000,1,1,4,1,cars>=wkrs
36437,1208160,16754,0,59800,3,-2,1,1,cars>=wkrs
36439,1252554,16754,0,16600,1,1,4,1,cars>=wkrs
36441,733228,16754,0,9300,1,-2,1,1,cars>=wkrs
36442,733359,16754,0,11000,1,-2,1,1,cars>=wkrs
36443,1163640,16754,0,60000,3,-2,1,1,cars>=wkrs
36444,1129236,16754,0,22700,2,-2,1,1,cars>=wkrs
36453,1941601,16755,0,130000,2,1,3,1,cars>=wkrs
36454,2767447,16755,0,130000,2,1,3,2,cars>=wkrs
36457,1791743,16755,0,20500,2,1,2,1,cars>=wkrs
36459,3213452,16755,0,35850,2,1,4,1,cars>=wkrs
36462,2083824,16755,0,83000,2,1,6,1,cars>=wkrs
36483,2115603,16756,0,23100,2,1,2,2,cars>=wkrs
36484,1129464,16756,0,17900,1,-2,1,1,cars>=wkrs
36485,3607707,16756,0,133200,3,1,4,3,cars>=wkrs
36488,3500574,16756,0,351500,3,1,3,3,cars>=wkrs
36489,3767574,16756,0,91700,3,1,5,0,cars>=wkrs
36491,1148792,16756,0,42000,2,-2,1,1,cars>=wkrs
36493,3099267,16756,0,2500,2,1,4,0,cars>=wkrs
36494,2981350,16756,0,37900,2,1,3,0,cars>=wkrs
36495,3767634,16756,0,91700,3,1,5,0,cars>=wkrs
36496,2845472,16756,0,35440,4,6,4,2,cars>=wkrs
36498,3607705,16756,0,171820,3,6,4,3,cars>=wkrs
36499,3403295,16756,0,38300,3,1,3,3,cars>=wkrs
36500,877336,16756,0,30000,1,-2,1,1,cars>=wkrs
36501,586730,16756,0,35080,1,-2,1,1,cars>=wkrs
36504,3812835,16756,0,105810,4,1,4,2,cars>=wkrs
36506,3311786,16756,0,36300,3,1,4,2,cars>=wkrs
36509,497904,16756,0,10000,1,-2,1,1,cars>=wkrs
36510,2795440,16756,0,158000,2,1,3,2,cars>=wkrs
36511,1108587,16756,0,25000,1,-2,1,1,cars>=wkrs
36514,3403356,16756,0,38300,2,1,3,3,cars<wkrs
36517,3935627,16756,0,127650,2,1,8,7,cars<wkrs
36518,173741,16756,0,8600,2,1,3,0,cars>=wkrs
36521,3005605,16756,0,27000,2,1,3,0,cars>=wkrs
36522,2494825,16756,0,125000,1,1,2,2,cars<wkrs
36524,2426338,16756,0,53500,2,1,2,2,cars>=wkrs
36525,1462917,16756,0,61400,3,1,2,0,cars>=wkrs
36526,1462904,16756,0,61400,3,1,2,0,cars>=wkrs
36529,173692,16756,0,8600,1,1,3,0,cars>=wkrs
36530,3005611,16756,0,27000,3,-3,3,0,cars>=wkrs
36537,1078827,16757,0,32700,2,-2,1,1,cars>=wkrs
36539,3591539,16757,0,55400,3,1,4,3,cars>=wkrs
36543,3582123,16757,0,26300,3,1,4,3,cars>=wkrs
36545,733775,16757,0,10000,1,-2,1,1,cars>=wkrs
36546,297591,16757,0,20000,2,-2,1,1,cars>=wkrs
36547,3928044,16757,0,93300,3,1,4,3,cars>=wkrs
36556,2686771,16757,0,78600,2,1,3,2,cars>=wkrs
36559,3767768,16757,0,91700,2,1,5,0,cars>=wkrs
36562,2494893,16757,0,114650,2,1,2,2,cars>=wkrs
36568,1108647,16758,0,35000,2,-2,1,1,cars>=wkrs
36572,3936104,16758,0,172950,2,1,10,6,cars<wkrs
36574,3563980,16758,0,27130,1,1,4,3,cars<wkrs
36579,3676104,16758,0,231000,2,-3,4,0,cars>=wkrs
36587,3676064,16758,0,231000,2,1,4,0,cars>=wkrs
36593,2854011,16758,0,70000,2,1,4,2,cars>=wkrs
36594,2915067,16758,0,25200,2,1,5,2,cars>=wkrs
36595,255960,16758,0,0,1,1,4,0,cars>=wkrs
