,hh_id,maz,walk_subzone,income,autos,jtf_choice,size,workers,auto_suff
9870,3379333,805,0,95200,2,1,3,3,cars<wkrs
9871,2008905,805,0,30000,1,1,4,1,cars>=wkrs
9872,2055012,805,0,21400,1,1,5,1,cars>=wkrs
9873,217074,805,0,15550,1,1,7,0,cars>=wkrs
9875,3045567,805,0,19200,0,1,4,0,nocars
9877,3705636,805,0,6000,1,1,4,0,cars>=wkrs
9878,1510940,806,0,22000,1,1,3,0,cars>=wkrs
9879,1628500,806,0,26800,1,1,2,1,cars>=wkrs
9880,1868543,806,0,50000,1,1,3,1,cars>=wkrs
9881,1518458,806,0,46000,0,1,3,0,nocars
9882,1295532,806,0,20500,4,-3,2,0,cars>=wkrs
9883,1713850,806,0,31500,4,1,2,1,cars>=wkrs
9884,2696744,806,0,31600,4,1,3,2,cars>=wkrs
9885,1864358,806,0,21300,1,1,3,1,cars>=wkrs
9886,1118295,806,0,22200,1,-2,1,1,cars>=wkrs
9887,1596377,807,0,31600,0,1,2,1,nocars
9889,1598363,807,0,51450,1,1,2,1,cars>=wkrs
9890,3377330,807,0,65000,2,1,3,3,cars<wkrs
9891,1582504,808,0,14000,1,1,2,1,cars>=wkrs
9892,1628532,808,0,29000,1,1,2,1,cars>=wkrs
9893,3262135,808,0,26000,2,-3,3,2,cars>=wkrs
9894,2634301,808,0,21200,2,1,3,2,cars>=wkrs
9895,2696767,808,0,30000,1,1,3,2,cars<wkrs
9896,1582515,808,0,0,1,1,2,1,cars>=wkrs
9897,2577233,808,0,20000,1,1,3,2,cars<wkrs
9898,2924732,810,0,28800,1,1,3,0,cars>=wkrs
9899,2118431,810,0,80700,0,-3,2,2,nocars
9900,2924731,810,0,28800,3,1,3,0,cars>=wkrs
9901,2949396,810,0,12300,2,1,3,0,cars>=wkrs
9902,3045579,810,0,19550,0,1,4,0,nocars
9903,1878003,810,0,30000,2,1,3,1,cars>=wkrs
9904,2718849,810,0,75804,1,1,3,2,cars<wkrs
9905,2438803,810,0,115000,2,1,2,2,cars>=wkrs
9906,2247048,810,0,31200,1,1,2,2,cars<wkrs
9907,2091340,810,0,3300,1,1,2,2,cars<wkrs
9908,79650,810,0,8300,2,-2,1,0,cars>=wkrs
9909,1859335,810,0,3900,0,-3,3,1,nocars
9910,1999080,811,0,27300,2,1,4,1,cars>=wkrs
9912,1615775,811,0,22100,2,1,2,1,cars>=wkrs
9913,323774,811,0,93700,1,-2,1,1,cars>=wkrs
9914,2884509,811,0,33700,0,1,5,2,nocars
9915,79656,811,0,22100,1,-2,1,0,cars>=wkrs
9916,3557580,811,0,84000,3,1,4,3,cars>=wkrs
9917,2533398,811,0,33600,1,-3,2,2,cars<wkrs
9918,3088441,811,0,71600,2,1,4,0,cars>=wkrs
9919,3049649,812,0,30300,1,1,4,0,cars>=wkrs
9920,1287828,812,0,0,0,1,2,0,nocars
9921,2112092,812,0,30850,1,-3,2,2,cars<wkrs
9922,1628595,812,0,28000,1,1,2,1,cars>=wkrs
9923,1557706,812,0,7000,1,-3,4,0,cars>=wkrs
9924,1605037,812,0,42000,1,1,2,1,cars>=wkrs
9926,1438274,812,0,63600,1,1,2,0,cars>=wkrs
9927,1392820,812,0,20800,1,1,2,0,cars>=wkrs
9929,3052985,813,0,54900,1,1,4,0,cars>=wkrs
9930,3136253,813,0,29900,2,1,3,1,cars>=wkrs
9931,1338023,813,0,41600,1,1,2,0,cars>=wkrs
9932,1628623,813,0,40650,1,-3,2,1,cars>=wkrs
9933,2977222,813,0,34400,0,-3,3,0,nocars
9934,3257076,813,0,28100,1,1,3,2,cars<wkrs
9935,2977221,813,0,34400,0,1,3,0,nocars
9936,1643742,813,0,67000,2,1,2,1,cars>=wkrs
9937,539572,813,0,35500,1,-2,1,1,cars>=wkrs
9938,3045608,814,0,6070,1,1,4,0,cars>=wkrs
9939,1062319,814,0,26500,3,-2,1,1,cars>=wkrs
9940,3849460,814,0,42400,3,1,4,3,cars>=wkrs
9942,2533400,814,0,33600,1,-3,2,2,cars<wkrs
9943,783646,814,0,25000,1,-2,1,1,cars>=wkrs
9944,1299424,814,0,28400,0,-3,2,0,nocars
9945,129805,814,0,103700,2,-2,1,0,cars>=wkrs
9946,2533399,814,0,30000,2,1,2,2,cars>=wkrs
9947,3207247,814,0,20000,2,1,4,1,cars>=wkrs
9948,1087941,814,0,164000,2,-2,1,1,cars>=wkrs
9949,401116,815,0,50000,1,-2,1,1,cars>=wkrs
9950,1788832,815,0,21600,3,1,2,1,cars>=wkrs
9951,2633447,815,0,17400,3,1,3,2,cars>=wkrs
9952,783678,815,0,27000,1,-2,1,1,cars>=wkrs
9953,387484,815,0,26700,0,-2,1,1,nocars
9954,3658333,815,0,26700,2,-3,5,0,cars>=wkrs
9955,3673929,815,0,64370,1,1,4,0,cars>=wkrs
9956,1868576,815,0,47430,0,-3,3,1,nocars
9957,1497876,816,0,300,0,1,3,0,nocars
9958,56203,816,0,16000,0,-2,1,0,nocars
9959,387504,816,0,31200,0,-2,1,1,nocars
9961,3062805,816,0,30630,1,1,4,0,cars>=wkrs
9962,656554,816,0,21600,0,-2,1,1,nocars
9963,783717,816,0,38940,1,-2,1,1,cars>=wkrs
9964,63193,816,0,36200,2,-2,1,0,cars>=wkrs
9965,3052208,816,0,15800,2,1,4,0,cars>=wkrs
9966,1575698,816,0,22000,1,1,2,1,cars>=wkrs
9967,539629,816,0,40820,1,-2,1,1,cars>=wkrs
9968,413375,817,0,9300,1,-2,1,1,cars>=wkrs
9969,1497878,817,0,4000,2,1,3,0,cars>=wkrs
9970,1628658,817,0,29100,2,1,2,1,cars>=wkrs
9971,1878019,817,0,24000,1,1,3,1,cars>=wkrs
9972,1062334,817,0,24800,1,-2,1,1,cars>=wkrs
9973,1029228,817,0,19000,1,-2,1,1,cars>=wkrs
9974,2927872,817,0,20800,0,-3,3,0,nocars
9975,3774771,817,0,23100,0,1,4,1,nocars
9976,70661,817,0,68300,0,-2,1,0,nocars
9977,3240261,817,0,20300,2,1,4,1,cars>=wkrs
9978,2338571,818,0,26000,3,-3,2,2,cars>=wkrs
9979,2568142,818,0,40720,2,1,2,2,cars>=wkrs
9980,3773770,818,0,10010,3,1,5,1,cars>=wkrs
9981,2123685,818,0,22600,0,1,2,2,nocars
9982,1510992,818,0,12500,0,1,3,0,nocars
9983,2879144,818,0,24200,0,1,6,2,nocars
9984,1497891,819,0,300,0,1,3,0,nocars
9985,3851206,819,0,59200,2,1,6,5,cars<wkrs
9986,2949457,819,0,12500,4,-3,3,0,cars>=wkrs
9987,162061,819,0,49150,1,-3,2,0,cars>=wkrs
9989,3088494,820,0,68650,1,1,4,0,cars>=wkrs
9990,1907610,820,0,56000,1,1,3,1,cars>=wkrs
9992,3088481,820,0,68650,1,6,4,0,cars>=wkrs
9993,2222518,820,0,82600,2,1,2,2,cars>=wkrs
9995,21027,821,0,6000,1,-2,1,0,cars>=wkrs
9996,3172232,821,0,33600,1,1,3,1,cars>=wkrs
9997,2208775,821,0,48900,0,-3,2,2,nocars
9998,420735,821,0,23300,1,-2,1,1,cars>=wkrs
9999,2304219,821,0,139200,2,1,2,2,cars>=wkrs
10000,783910,821,0,38000,1,-2,1,1,cars>=wkrs
10001,3697440,822,0,51000,1,1,4,0,cars>=wkrs
10002,783998,822,0,45000,1,-2,1,1,cars>=wkrs
10003,1570948,822,0,30000,1,1,5,0,cars>=wkrs
10004,1615835,822,0,13000,3,-3,2,1,cars>=wkrs
10005,3621863,823,0,32000,1,1,8,3,cars<wkrs
10006,3621880,823,0,32000,1,1,8,3,cars<wkrs
10007,314952,823,0,40000,1,-2,1,1,cars>=wkrs
10008,353437,823,0,0,0,-2,1,1,nocars
10009,1230924,824,0,7500,1,1,5,1,cars>=wkrs
10010,2073881,824,0,64900,2,1,5,1,cars>=wkrs
10011,2626591,824,0,64600,2,1,3,2,cars>=wkrs
10012,2073879,824,0,50000,1,1,5,1,cars>=wkrs
10013,3470327,824,0,135000,3,1,3,3,cars>=wkrs
10014,3714057,824,0,92000,1,1,4,0,cars>=wkrs
10017,1555454,824,0,121000,2,1,3,0,cars>=wkrs
10018,983303,824,0,110000,1,-2,1,1,cars>=wkrs
10019,2438906,825,0,161000,2,1,2,2,cars>=wkrs
10021,221665,825,0,20000,0,1,4,0,nocars
10024,656752,825,0,200,1,-2,1,1,cars>=wkrs
10025,539728,825,0,36000,1,-2,1,1,cars>=wkrs
10026,3280257,825,0,78400,4,1,3,2,cars>=wkrs
10027,1118356,826,0,8000,1,-2,1,1,cars>=wkrs
10028,3214807,826,0,64000,3,1,4,1,cars>=wkrs
10029,3124324,826,0,56200,1,-3,5,0,cars>=wkrs
10030,3714097,826,0,92000,1,1,4,0,cars>=wkrs
10031,2718882,826,0,71000,3,1,3,2,cars>=wkrs
10032,2789257,826,0,119000,2,1,3,2,cars>=wkrs
10033,2551684,826,0,90300,4,1,2,2,cars>=wkrs
10034,2626604,826,0,50400,2,1,3,2,cars>=wkrs
10035,1958284,826,0,72800,1,1,3,1,cars>=wkrs
10036,3714113,827,0,92000,1,1,4,0,cars>=wkrs
10037,3124334,827,0,56200,2,1,5,0,cars>=wkrs
10038,2392311,827,0,65000,1,1,2,2,cars<wkrs
10039,3864234,827,0,54000,3,1,5,3,cars>=wkrs
10042,3152933,827,0,38020,4,1,3,1,cars>=wkrs
10043,1628693,828,0,26000,0,1,2,1,nocars
10044,1400002,828,0,62000,2,1,2,0,cars>=wkrs
10045,2641881,828,0,37900,1,1,3,2,cars<wkrs
10046,1713951,828,0,44910,2,1,2,1,cars>=wkrs
10047,3845152,828,0,80200,4,1,5,3,cars>=wkrs
10048,3642410,828,0,16600,1,1,4,0,cars>=wkrs
10049,3644298,828,0,33800,2,1,4,0,cars>=wkrs
10050,1134322,828,0,30000,0,-2,1,1,nocars
10051,539759,829,0,28100,1,-2,1,1,cars>=wkrs
10052,1608375,829,0,65000,2,1,2,1,cars>=wkrs
10053,1422486,829,0,37400,1,1,2,0,cars>=wkrs
10054,2338626,829,0,28000,1,-3,2,2,cars<wkrs
10055,1582609,829,0,21900,2,1,2,1,cars>=wkrs
10056,451966,829,0,20500,2,-2,1,1,cars>=wkrs
10057,290383,830,0,10000,1,-2,1,1,cars>=wkrs
10058,1869544,830,0,7100,1,-3,3,1,cars>=wkrs
10059,1868592,830,0,62520,3,1,3,1,cars>=wkrs
10060,1582616,830,0,13000,4,1,2,1,cars>=wkrs
10061,3470383,830,0,92000,4,1,3,3,cars>=wkrs
10062,1575704,830,0,11100,1,-3,2,1,cars>=wkrs
10063,1679105,831,0,45700,3,1,2,1,cars>=wkrs
10064,1577721,831,0,63000,2,1,2,1,cars>=wkrs
10065,1466623,831,0,88120,1,1,2,0,cars>=wkrs
10066,1559827,831,0,43800,1,1,4,0,cars>=wkrs
10067,1295734,831,0,9400,2,1,2,0,cars>=wkrs
10068,3812987,831,0,11700,2,1,4,2,cars>=wkrs
10069,1679107,831,0,63300,1,1,2,1,cars>=wkrs
10070,2392324,832,0,73400,1,1,2,2,cars<wkrs
10071,138043,832,0,33960,0,-2,1,0,nocars
10072,1358907,832,0,48380,1,-3,2,0,cars>=wkrs
10073,387642,832,0,38300,1,-2,1,1,cars>=wkrs
10074,539779,832,0,28000,1,-2,1,1,cars>=wkrs
10075,1628752,833,0,26900,2,1,2,1,cars>=wkrs
10076,1325699,833,0,0,1,1,2,0,cars>=wkrs
10077,387651,833,0,30200,1,-2,1,1,cars>=wkrs
10079,1302113,833,0,52900,1,1,2,0,cars>=wkrs
10080,1899123,833,0,37580,2,1,3,1,cars>=wkrs
10081,1927718,833,0,75900,1,1,3,1,cars>=wkrs
10082,1295751,834,0,2500,0,-3,2,0,nocars
10083,3412352,834,0,104500,2,1,3,3,cars<wkrs
10084,1567161,834,0,25000,2,1,8,0,cars>=wkrs
10085,2056884,834,0,25810,1,1,6,1,cars>=wkrs
10086,3088533,834,0,50900,2,1,4,0,cars>=wkrs
10087,3377430,834,0,54100,1,1,3,3,cars<wkrs
10088,2230354,834,0,34600,1,1,2,2,cars<wkrs
10089,3088529,834,0,50900,2,1,4,0,cars>=wkrs
10090,3644332,834,0,33800,1,1,4,0,cars>=wkrs
10091,3342003,835,0,14900,0,1,3,3,nocars
10092,3783851,835,0,55780,0,-3,5,1,nocars
10093,1713994,835,0,27800,1,1,2,1,cars>=wkrs
10094,3939230,835,0,76600,1,1,11,6,cars<wkrs
10095,3652175,835,0,12870,1,-3,5,0,cars>=wkrs
10096,1899134,835,0,42000,1,1,3,1,cars>=wkrs
10097,3688505,835,0,35404,1,1,4,0,cars>=wkrs
10098,1338176,836,0,35300,0,-3,2,0,nocars
10099,1667597,836,0,26300,1,1,2,1,cars>=wkrs
10101,2059122,836,0,69300,1,1,5,1,cars>=wkrs
10102,413460,838,0,1800,1,-2,1,1,cars>=wkrs
10104,3557637,839,0,84000,3,1,4,3,cars>=wkrs
10105,158438,839,0,25000,1,1,2,0,cars>=wkrs
10107,1714009,839,0,27800,2,1,2,1,cars>=wkrs
10109,1518565,839,0,52100,1,1,3,0,cars>=wkrs
10110,3314422,839,0,13250,0,1,4,2,nocars
10111,1134348,839,0,25000,2,-2,1,1,cars>=wkrs
10112,2814213,839,0,79500,2,1,4,2,cars>=wkrs
10113,3045665,839,0,6070,1,1,4,0,cars>=wkrs
10114,1338220,840,0,30000,1,1,2,0,cars>=wkrs
10115,1714015,840,0,26400,1,1,2,1,cars>=wkrs
10116,3145071,840,0,42000,2,1,3,1,cars>=wkrs
10117,3342027,840,0,14900,3,-3,3,3,cars>=wkrs
10118,2166022,841,0,0,1,-3,2,2,cars<wkrs
10119,2963814,841,0,47400,2,1,3,0,cars>=wkrs
10120,2338738,841,0,32000,2,1,2,2,cars>=wkrs
10121,1577070,842,0,35490,2,1,2,1,cars>=wkrs
10123,1714027,842,0,31900,1,1,2,1,cars>=wkrs
10125,2184015,842,0,32000,1,-3,2,2,cars<wkrs
10128,2949510,844,0,12500,0,1,3,0,nocars
10131,3673951,845,0,56000,1,1,4,0,cars>=wkrs
10133,2977244,845,0,35610,2,1,3,0,cars>=wkrs
10134,1588277,845,0,31000,2,1,2,1,cars>=wkrs
10135,3652242,845,0,16580,1,1,4,0,cars>=wkrs
10136,1793721,845,0,30000,1,-3,2,1,cars>=wkrs
10137,1497934,845,0,5600,1,1,3,0,cars>=wkrs
10138,2949523,845,0,13700,1,1,3,0,cars>=wkrs
10140,657059,845,0,18300,0,-2,1,1,nocars
10143,2614643,845,0,24700,1,1,3,2,cars<wkrs
10145,2942317,847,0,30900,1,1,3,0,cars>=wkrs
10146,1338265,847,0,29900,4,1,2,0,cars>=wkrs
10149,1871987,847,0,10000,2,1,3,1,cars>=wkrs
10150,3222969,847,0,31200,1,1,4,1,cars>=wkrs
10153,1999946,847,0,2640,0,1,4,1,nocars
10154,1593944,847,0,22500,1,1,2,1,cars>=wkrs
10156,3652302,847,0,16580,0,1,4,0,nocars
10157,1999948,847,0,2640,1,1,4,1,cars>=wkrs
10159,2942321,847,0,30900,1,1,3,0,cars>=wkrs
10160,1588281,847,0,25000,1,1,2,1,cars>=wkrs
10161,1593947,847,0,23000,1,1,2,1,cars>=wkrs
10162,2847248,848,0,67000,2,1,4,2,cars>=wkrs
10163,2775005,848,0,84000,2,1,3,2,cars>=wkrs
10164,2784048,848,0,67850,2,-3,3,2,cars>=wkrs
10165,2439007,848,0,84250,2,1,2,2,cars>=wkrs
10166,3017133,848,0,113710,2,1,3,0,cars>=wkrs
10167,2392374,848,0,60000,1,1,2,2,cars<wkrs
10168,2718949,848,0,65500,1,1,3,2,cars<wkrs
10169,2847253,849,0,69500,2,1,4,2,cars>=wkrs
10170,1643885,849,0,57000,2,1,2,1,cars>=wkrs
10171,3405814,849,0,48920,2,1,3,3,cars<wkrs
10172,604355,849,0,55000,1,-2,1,1,cars>=wkrs
10173,2439068,849,0,105500,2,1,2,2,cars>=wkrs
10174,2789284,849,0,139000,2,6,3,2,cars>=wkrs
10175,2664021,849,0,51300,3,1,3,2,cars>=wkrs
10178,2742721,849,0,142100,3,1,3,2,cars>=wkrs
10179,784548,849,0,41530,1,-2,1,1,cars>=wkrs
10181,3714147,849,0,92000,3,1,4,0,cars>=wkrs
10182,3379421,850,0,162900,2,1,3,3,cars<wkrs
10183,3350644,850,0,45960,3,1,3,3,cars>=wkrs
10184,2439103,850,0,137000,2,1,2,2,cars>=wkrs
10186,1438420,850,0,60300,2,1,2,0,cars>=wkrs
10187,2855987,850,0,93000,2,1,4,2,cars>=wkrs
10188,3867968,850,0,104000,3,1,6,3,cars>=wkrs
10189,2718995,851,0,64000,1,1,3,2,cars<wkrs
10191,1118444,851,0,8000,3,-2,1,1,cars>=wkrs
10192,1907673,852,0,70500,1,-3,3,1,cars>=wkrs
10193,3139390,853,0,47400,1,1,3,1,cars>=wkrs
10194,1764407,853,0,87000,1,1,2,1,cars>=wkrs
10196,2878823,853,0,8404,2,1,6,2,cars>=wkrs
10198,983452,854,0,87000,0,-2,1,1,nocars
10200,221763,854,0,20000,1,1,4,0,cars>=wkrs
10201,258024,854,0,34000,0,1,4,0,nocars
10202,2942331,854,0,39600,2,1,3,0,cars>=wkrs
10204,2338879,855,0,38740,3,1,2,2,cars>=wkrs
10205,1891163,855,0,11200,1,1,3,1,cars>=wkrs
10206,2338901,855,0,32050,3,-3,2,2,cars>=wkrs
10207,3897970,855,0,212530,3,1,5,5,cars<wkrs
10209,2614697,855,0,33000,1,1,3,2,cars<wkrs
10211,3644418,856,0,39700,1,1,4,0,cars>=wkrs
10212,1288062,856,0,12800,1,-3,2,0,cars>=wkrs
10213,2014819,856,0,38500,3,-3,4,1,cars>=wkrs
10214,1062506,856,0,26500,1,-2,1,1,cars>=wkrs
10215,1661105,856,0,17800,0,-3,2,1,nocars
10216,1295836,856,0,22100,0,-3,2,0,nocars
10217,63320,856,0,23200,0,-2,1,0,nocars
10218,2338922,856,0,41200,1,1,2,2,cars<wkrs
10219,1381634,856,0,156600,1,1,2,0,cars>=wkrs
10220,1209308,856,0,89000,1,-2,1,1,cars>=wkrs
10221,2953896,856,0,32600,1,1,3,0,cars>=wkrs
10222,1310259,857,0,10000,0,-3,2,0,nocars
10223,1338328,857,0,33900,1,1,2,0,cars>=wkrs
10224,1556971,857,0,8000,0,1,4,0,nocars
10225,3145103,857,0,24000,0,1,3,1,nocars
10226,1501929,857,0,29800,1,1,3,0,cars>=wkrs
10227,1628920,857,0,36230,1,1,2,1,cars>=wkrs
10228,3637277,857,0,0,1,1,4,0,cars>=wkrs
10229,1228371,857,0,35300,1,1,7,1,cars>=wkrs
10230,2997368,857,0,39950,2,1,3,0,cars>=wkrs
10231,290444,858,0,15000,1,-2,1,1,cars>=wkrs
10232,1598390,858,0,49400,1,-3,2,1,cars>=wkrs
10233,1290610,858,0,47750,1,1,2,0,cars>=wkrs
10234,3088678,858,0,71600,1,1,4,0,cars>=wkrs
10235,387792,858,0,43000,1,-2,1,1,cars>=wkrs
10236,3088676,858,0,71600,2,1,4,0,cars>=wkrs
10237,2719014,858,0,72500,1,-3,3,2,cars<wkrs
10240,2208915,858,0,48100,2,1,2,2,cars>=wkrs
10241,3183190,859,0,17100,1,1,3,1,cars>=wkrs
10242,1501931,859,0,29800,1,1,3,0,cars>=wkrs
10243,2949569,859,0,17000,1,1,3,0,cars>=wkrs
10245,3849513,859,0,42400,3,1,4,3,cars>=wkrs
10246,1891185,859,0,0,1,1,3,1,cars>=wkrs
10247,2533542,859,0,33600,2,1,2,2,cars>=wkrs
10248,2001778,859,0,13560,1,1,4,1,cars>=wkrs
10249,1338361,859,0,34500,1,1,2,0,cars>=wkrs
10250,3211186,859,0,35400,2,1,4,1,cars>=wkrs
10251,3683291,860,0,6100,0,1,4,0,nocars
10252,3773832,860,0,21000,2,-3,4,1,cars>=wkrs
10253,3262234,860,0,35000,1,1,3,2,cars<wkrs
10254,2614711,860,0,31800,0,1,3,2,nocars
10255,3670875,860,0,43300,1,1,5,0,cars>=wkrs
10256,3284126,860,0,26080,0,1,3,2,nocars
10257,99021,861,0,23250,0,-2,1,0,nocars
10258,248382,861,0,3900,1,1,11,0,cars>=wkrs
10259,1416426,861,0,16500,1,1,2,0,cars>=wkrs
10260,1577081,861,0,35490,3,1,2,1,cars>=wkrs
10261,2533568,861,0,40000,2,-3,2,2,cars>=wkrs
10262,2797869,861,0,16700,1,-3,4,2,cars<wkrs
10263,2997386,861,0,42200,1,3,3,0,cars>=wkrs
10264,3045740,861,0,6070,0,1,4,0,nocars
10265,3207324,861,0,20000,4,1,4,1,cars>=wkrs
10267,3088694,861,0,71600,3,1,4,0,cars>=wkrs
10268,248424,862,0,3900,1,1,11,0,cars>=wkrs
10269,1596455,862,0,23500,2,1,2,1,cars>=wkrs
10270,1511100,862,0,10000,1,1,3,0,cars>=wkrs
10271,248421,862,0,3900,1,1,11,0,cars>=wkrs
10272,784830,862,0,40200,3,-2,1,1,cars>=wkrs
10273,2696922,862,0,32000,2,1,3,2,cars>=wkrs
10274,1550293,863,0,74600,2,1,3,0,cars>=wkrs
10275,353814,863,0,22100,0,-2,1,1,nocars
10276,657593,863,0,20000,1,-2,1,1,cars>=wkrs
10277,1522399,863,0,30830,1,1,3,0,cars>=wkrs
10278,1714140,863,0,33000,1,1,2,1,cars>=wkrs
10279,2696927,863,0,33900,1,1,3,2,cars<wkrs
10280,604385,863,0,49500,1,-2,1,1,cars>=wkrs
10281,1605069,863,0,31000,0,-3,2,1,nocars
10282,3637315,863,0,0,1,1,4,0,cars>=wkrs
10283,1205280,863,0,58480,1,-2,1,1,cars>=wkrs
10285,3245006,863,0,68500,2,1,4,1,cars>=wkrs
10288,1338433,869,0,25500,4,1,2,0,cars>=wkrs
10289,269756,869,0,7800,0,1,6,0,nocars
10291,913250,869,0,48000,1,-2,1,1,cars>=wkrs
10293,148598,872,0,13000,1,-2,1,0,cars>=wkrs
10294,35314,872,0,24200,1,-2,1,0,cars>=wkrs
10295,35301,872,0,30500,1,-2,1,0,cars>=wkrs
10296,2060770,872,0,10910,2,1,6,1,cars>=wkrs
10298,2687967,872,0,20000,2,1,3,2,cars>=wkrs
10300,3470597,873,0,85500,3,1,3,3,cars>=wkrs
10301,2809279,873,0,41000,2,1,4,2,cars>=wkrs
10302,1534478,873,0,0,1,1,3,0,cars>=wkrs
10303,657667,873,0,7600,1,-2,1,1,cars>=wkrs
10305,2895333,873,0,42000,2,1,5,2,cars>=wkrs
10306,1498028,874,0,1800,1,1,3,0,cars>=wkrs
10307,3119360,874,0,27490,2,1,5,0,cars>=wkrs
10308,1919303,874,0,30000,2,-3,3,1,cars>=wkrs
10309,1667757,874,0,41400,2,1,2,1,cars>=wkrs
10310,2830490,874,0,17010,2,1,4,2,cars>=wkrs
10311,3714255,874,0,92000,2,1,4,0,cars>=wkrs
10312,2916469,874,0,323800,2,1,5,2,cars>=wkrs
10313,2641947,875,0,32000,2,1,3,2,cars>=wkrs
10314,2112345,875,0,31000,2,1,2,2,cars>=wkrs
10316,1029533,876,0,8000,1,-2,1,1,cars>=wkrs
10317,2997445,876,0,41800,1,1,3,0,cars>=wkrs
10318,3207337,876,0,20600,2,1,4,1,cars>=wkrs
10320,387856,876,0,31370,1,-2,1,1,cars>=wkrs
10322,2339144,877,0,42400,1,1,2,2,cars<wkrs
10323,2112362,877,0,31000,3,1,2,2,cars>=wkrs
10324,99130,877,0,32000,1,-2,1,0,cars>=wkrs
10326,1485191,877,0,83000,2,1,2,0,cars>=wkrs
10327,3119421,877,0,27490,0,1,5,0,nocars
10328,3119412,877,0,27490,1,6,5,0,cars>=wkrs
10329,784942,877,0,30000,2,-2,1,1,cars>=wkrs
10330,2339143,877,0,42400,2,1,2,2,cars>=wkrs
10331,2936198,877,0,15420,2,1,3,0,cars>=wkrs
10332,2590781,878,0,38300,2,1,3,2,cars>=wkrs
10333,3317122,878,0,37300,1,1,4,2,cars<wkrs
10335,1793851,878,0,33100,2,1,2,1,cars>=wkrs
10336,983578,878,0,84000,2,-2,1,1,cars>=wkrs
10339,3223006,878,0,42900,2,1,4,1,cars>=wkrs
10341,2166091,879,0,18000,2,1,2,2,cars>=wkrs
10342,2963886,879,0,47400,1,1,3,0,cars>=wkrs
10343,407007,879,0,317000,1,-2,1,1,cars>=wkrs
10344,248484,879,0,3900,1,1,11,0,cars>=wkrs
10346,1667786,879,0,41600,1,1,2,1,cars>=wkrs
10347,2573474,879,0,24400,1,1,3,2,cars<wkrs
10348,3688565,879,0,35404,1,1,4,0,cars>=wkrs
10350,2533613,879,0,33600,2,-3,2,2,cars>=wkrs
10351,2992847,880,0,18600,1,1,3,0,cars>=wkrs
10352,1299519,880,0,43700,1,-3,2,0,cars>=wkrs
10353,1667796,880,0,25000,1,1,2,1,cars>=wkrs
10354,2184226,880,0,32000,1,1,2,2,cars<wkrs
10356,2936216,880,0,9000,3,1,3,0,cars>=wkrs
10357,2696973,880,0,32000,2,1,3,2,cars>=wkrs
10359,2946442,880,0,57400,2,1,3,0,cars>=wkrs
10360,3268308,880,0,14200,2,1,3,2,cars>=wkrs
10361,2322231,880,0,9200,2,1,2,2,cars>=wkrs
10362,3103571,880,0,5600,1,1,4,0,cars>=wkrs
10363,3103585,881,0,5600,2,1,4,0,cars>=wkrs
10365,1582800,881,0,10300,3,1,2,1,cars>=wkrs
10368,1422704,882,0,25760,1,1,2,0,cars>=wkrs
10369,2046905,882,0,49200,2,1,4,1,cars>=wkrs
10370,2184246,882,0,32000,1,1,2,2,cars<wkrs
10372,1416456,882,0,13300,3,1,2,0,cars>=wkrs
10373,3816204,882,0,42000,1,-3,4,2,cars<wkrs
10374,3045825,882,0,6070,0,1,4,0,nocars
10375,3088774,882,0,71600,1,1,4,0,cars>=wkrs
10376,2339202,883,0,35000,2,1,2,2,cars>=wkrs
10377,1254406,883,0,40000,1,1,7,1,cars>=wkrs
10378,2880551,883,0,24700,2,1,5,2,cars>=wkrs
10379,3217456,883,0,27400,2,1,4,1,cars>=wkrs
10380,2997474,883,0,42200,1,1,3,0,cars>=wkrs
10381,3088791,883,0,71600,1,1,4,0,cars>=wkrs
10382,2977267,883,0,42400,2,1,3,0,cars>=wkrs
10383,2606003,883,0,22600,2,1,3,2,cars>=wkrs
10385,2614824,883,0,24860,1,-3,3,2,cars<wkrs
10386,3045830,883,0,6070,2,1,4,0,cars>=wkrs
10387,3103619,883,0,5600,1,1,4,0,cars>=wkrs
10389,1338597,884,0,27000,2,1,2,0,cars>=wkrs
10390,21225,884,0,8000,2,-2,1,0,cars>=wkrs
10391,1534501,884,0,530,2,1,3,0,cars>=wkrs
10392,3792064,884,0,39000,1,1,4,1,cars>=wkrs
10393,2606007,884,0,17000,2,1,3,2,cars>=wkrs
10394,785100,885,0,40000,2,-2,1,1,cars>=wkrs
10395,3594960,885,0,115970,2,1,4,3,cars<wkrs
10396,3552207,885,0,73000,2,-3,4,3,cars<wkrs
10397,2949655,885,0,20950,0,1,3,0,nocars
10398,3637445,885,0,0,1,1,4,0,cars>=wkrs
10400,913396,885,0,65000,2,-2,1,1,cars>=wkrs
10401,2184295,885,0,32000,1,1,2,2,cars<wkrs
10403,3683339,885,0,6100,2,1,4,0,cars>=wkrs
10404,1872019,885,0,20000,1,1,3,1,cars>=wkrs
10405,2322255,886,0,9200,2,1,2,2,cars>=wkrs
10406,3557758,886,0,84000,2,1,4,3,cars<wkrs
10407,1218746,886,0,5600,2,1,7,1,cars>=wkrs
10408,1503223,886,0,0,3,1,3,0,cars>=wkrs
10409,3594964,886,0,115970,3,-3,4,3,cars>=wkrs
10410,2677957,896,0,82000,1,1,3,2,cars<wkrs
10411,1381664,896,0,95300,2,1,2,0,cars>=wkrs
10412,785113,896,0,32000,2,-2,1,1,cars>=wkrs
